Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","Lao People's Democratic Republic","Export Value","Vegetables, dehydrated","2020","1000 US$","76"
"Crops and livestock products","Lao People's Democratic Republic","Export Quantity","Vegetables, frozen","2019","tonnes","20"
"Crops and livestock products","Lao People's Democratic Republic","Export Value","Vegetables, frozen","2019","1000 US$","7"
"Crops and livestock products","Lao People's Democratic Republic","Export Quantity","Wheat","2019","tonnes","819"
"Crops and livestock products","Lao People's Democratic Republic","Export Value","Wheat","2019","1000 US$","235"
"Crops and livestock products","Latvia","Export Quantity","Almonds shelled","2019","tonnes","69"
"Crops and livestock products","Latvia","Export Quantity","Almonds shelled","2020","tonnes","183"
"Crops and livestock products","Latvia","Export Value","Almonds shelled","2019","1000 US$","497"
"Crops and livestock products","Latvia","Export Value","Almonds shelled","2020","1000 US$","1324"
"Crops and livestock products","Latvia","Export Quantity","Bananas","2019","tonnes","19690"
"Crops and livestock products","Latvia","Export Quantity","Bananas","2020","tonnes","17829"
"Crops and livestock products","Latvia","Export Value","Bananas","2019","1000 US$","16542"
"Crops and livestock products","Latvia","Export Value","Bananas","2020","1000 US$","14490"
"Crops and livestock products","Latvia","Export Quantity","Barley","2019","tonnes","205116"
"Crops and livestock products","Latvia","Export Quantity","Barley","2020","tonnes","127760"
"Crops and livestock products","Latvia","Export Value","Barley","2019","1000 US$","36850"
"Crops and livestock products","Latvia","Export Value","Barley","2020","1000 US$","23588"
"Crops and livestock products","Latvia","Export Quantity","Cotton lint","2019","tonnes","105"
"Crops and livestock products","Latvia","Export Quantity","Cotton lint","2020","tonnes","145"
"Crops and livestock products","Latvia","Export Value","Cotton lint","2019","1000 US$","225"
"Crops and livestock products","Latvia","Export Value","Cotton lint","2020","1000 US$","390"
"Crops and livestock products","Latvia","Export Quantity","Figs dried","2019","tonnes","16"
"Crops and livestock products","Latvia","Export Quantity","Figs dried","2020","tonnes","17"
"Crops and livestock products","Latvia","Export Value","Figs dried","2019","1000 US$","136"
"Crops and livestock products","Latvia","Export Value","Figs dried","2020","1000 US$","140"
"Crops and livestock products","Latvia","Export Quantity","Flax fibre and tow","2019","tonnes","676"
"Crops and livestock products","Latvia","Export Quantity","Flax fibre and tow","2020","tonnes","1277"
"Crops and livestock products","Latvia","Export Value","Flax fibre and tow","2019","1000 US$","1493"
"Crops and livestock products","Latvia","Export Value","Flax fibre and tow","2020","1000 US$","2576"
"Crops and livestock products","Latvia","Export Quantity","Fruit, fresh nes","2019","tonnes","904"
"Crops and livestock products","Latvia","Export Quantity","Fruit, fresh nes","2020","tonnes","896"
"Crops and livestock products","Latvia","Export Value","Fruit, fresh nes","2019","1000 US$","1493"
"Crops and livestock products","Latvia","Export Value","Fruit, fresh nes","2020","1000 US$","1747"
"Crops and livestock products","Latvia","Export Quantity","Fruit, tropical fresh nes","2019","tonnes","364"
"Crops and livestock products","Latvia","Export Quantity","Fruit, tropical fresh nes","2020","tonnes","428"
"Crops and livestock products","Latvia","Export Value","Fruit, tropical fresh nes","2019","1000 US$","923"
"Crops and livestock products","Latvia","Export Value","Fruit, tropical fresh nes","2020","1000 US$","1173"
"Crops and livestock products","Latvia","Export Quantity","Linseed","2019","tonnes","3369"
"Crops and livestock products","Latvia","Export Quantity","Linseed","2020","tonnes","2098"
"Crops and livestock products","Latvia","Export Value","Linseed","2019","1000 US$","1603"
"Crops and livestock products","Latvia","Export Value","Linseed","2020","1000 US$","1170"
"Crops and livestock products","Latvia","Export Quantity","Maize","2019","tonnes","46549"
"Crops and livestock products","Latvia","Export Quantity","Maize","2020","tonnes","39441"
"Crops and livestock products","Latvia","Export Value","Maize","2019","1000 US$","9167"
"Crops and livestock products","Latvia","Export Value","Maize","2020","1000 US$","7733"
"Crops and livestock products","Latvia","Export Quantity","Meat, pig, preparations","2019","tonnes","2578"
"Crops and livestock products","Latvia","Export Quantity","Meat, pig, preparations","2020","tonnes","2910"
"Crops and livestock products","Latvia","Export Value","Meat, pig, preparations","2019","1000 US$","10169"
"Crops and livestock products","Latvia","Export Value","Meat, pig, preparations","2020","1000 US$","10911"
"Crops and livestock products","Latvia","Export Quantity","Oil, linseed","2019","tonnes","48"
"Crops and livestock products","Latvia","Export Quantity","Oil, linseed","2020","tonnes","58"
"Crops and livestock products","Latvia","Export Value","Oil, linseed","2019","1000 US$","118"
"Crops and livestock products","Latvia","Export Value","Oil, linseed","2020","1000 US$","142"
"Crops and livestock products","Latvia","Export Quantity","Oil, maize","2019","tonnes","22"
"Crops and livestock products","Latvia","Export Quantity","Oil, maize","2020","tonnes","42"
"Crops and livestock products","Latvia","Export Value","Oil, maize","2019","1000 US$","46"
"Crops and livestock products","Latvia","Export Value","Oil, maize","2020","1000 US$","86"
"Crops and livestock products","Latvia","Export Quantity","Oil, olive residues","2019","tonnes","175"
"Crops and livestock products","Latvia","Export Quantity","Oil, olive residues","2020","tonnes","361"
"Crops and livestock products","Latvia","Export Value","Oil, olive residues","2019","1000 US$","405"
"Crops and livestock products","Latvia","Export Value","Oil, olive residues","2020","1000 US$","872"
"Crops and livestock products","Latvia","Export Quantity","Oil, olive, virgin","2019","tonnes","466"
"Crops and livestock products","Latvia","Export Quantity","Oil, olive, virgin","2020","tonnes","613"
"Crops and livestock products","Latvia","Export Value","Oil, olive, virgin","2019","1000 US$","2452"
"Crops and livestock products","Latvia","Export Value","Oil, olive, virgin","2020","1000 US$","2722"
"Crops and livestock products","Latvia","Export Quantity","Oil, palm","2019","tonnes","58"
"Crops and livestock products","Latvia","Export Quantity","Oil, palm","2020","tonnes","33"
"Crops and livestock products","Latvia","Export Value","Oil, palm","2019","1000 US$","63"
"Crops and livestock products","Latvia","Export Value","Oil, palm","2020","1000 US$","50"
"Crops and livestock products","Latvia","Export Quantity","Oil, palm kernel","2019","tonnes","0"
"Crops and livestock products","Latvia","Export Value","Oil, palm kernel","2019","1000 US$","0"
"Crops and livestock products","Latvia","Export Quantity","Quinoa","2019","tonnes","32"
"Crops and livestock products","Latvia","Export Quantity","Quinoa","2020","tonnes","48"
"Crops and livestock products","Latvia","Export Value","Quinoa","2019","1000 US$","116"
"Crops and livestock products","Latvia","Export Value","Quinoa","2020","1000 US$","197"
"Crops and livestock products","Latvia","Export Quantity","Raisins","2019","tonnes","1250"
"Crops and livestock products","Latvia","Export Quantity","Raisins","2020","tonnes","830"
"Crops and livestock products","Latvia","Export Value","Raisins","2019","1000 US$","2193"
"Crops and livestock products","Latvia","Export Value","Raisins","2020","1000 US$","1305"
"Crops and livestock products","Latvia","Export Quantity","Rice, broken","2019","tonnes","50"
"Crops and livestock products","Latvia","Export Quantity","Rice, broken","2020","tonnes","50"
"Crops and livestock products","Latvia","Export Value","Rice, broken","2019","1000 US$","62"
"Crops and livestock products","Latvia","Export Value","Rice, broken","2020","1000 US$","67"
"Crops and livestock products","Latvia","Export Quantity","Rice, husked","2019","tonnes","33"
"Crops and livestock products","Latvia","Export Quantity","Rice, husked","2020","tonnes","48"
"Crops and livestock products","Latvia","Export Value","Rice, husked","2019","1000 US$","64"
"Crops and livestock products","Latvia","Export Value","Rice, husked","2020","1000 US$","70"
"Crops and livestock products","Latvia","Export Quantity","Rice, milled","2019","tonnes","2022"
"Crops and livestock products","Latvia","Export Quantity","Rice, milled","2020","tonnes","1914"
"Crops and livestock products","Latvia","Export Value","Rice, milled","2019","1000 US$","2044"
"Crops and livestock products","Latvia","Export Value","Rice, milled","2020","1000 US$","2071"
"Crops and livestock products","Latvia","Export Quantity","Sunflower seed","2019","tonnes","1214"
"Crops and livestock products","Latvia","Export Quantity","Sunflower seed","2020","tonnes","4611"
"Crops and livestock products","Latvia","Export Value","Sunflower seed","2019","1000 US$","1007"
"Crops and livestock products","Latvia","Export Value","Sunflower seed","2020","1000 US$","2390"
"Crops and livestock products","Latvia","Export Quantity","Vegetables in vinegar","2019","tonnes","902"
"Crops and livestock products","Latvia","Export Quantity","Vegetables in vinegar","2020","tonnes","915"
"Crops and livestock products","Latvia","Export Value","Vegetables in vinegar","2019","1000 US$","1231"
"Crops and livestock products","Latvia","Export Value","Vegetables in vinegar","2020","1000 US$","1240"
"Crops and livestock products","Latvia","Export Quantity","Vegetables, dehydrated","2019","tonnes","1317"
"Crops and livestock products","Latvia","Export Quantity","Vegetables, dehydrated","2020","tonnes","1098"
"Crops and livestock products","Latvia","Export Value","Vegetables, dehydrated","2019","1000 US$","2751"
"Crops and livestock products","Latvia","Export Value","Vegetables, dehydrated","2020","1000 US$","2385"
"Crops and livestock products","Latvia","Export Quantity","Vegetables, frozen","2019","tonnes","3085"
"Crops and livestock products","Latvia","Export Quantity","Vegetables, frozen","2020","tonnes","703"
"Crops and livestock products","Latvia","Export Value","Vegetables, frozen","2019","1000 US$","2635"
"Crops and livestock products","Latvia","Export Value","Vegetables, frozen","2020","1000 US$","865"
"Crops and livestock products","Latvia","Export Quantity","Wheat","2019","tonnes","2452801"
"Crops and livestock products","Latvia","Export Quantity","Wheat","2020","tonnes","3011623"
"Crops and livestock products","Latvia","Export Value","Wheat","2019","1000 US$","499509"
"Crops and livestock products","Latvia","Export Value","Wheat","2020","1000 US$","652979"
"Crops and livestock products","Lebanon","Export Quantity","Almonds shelled","2019","tonnes","42"
"Crops and livestock products","Lebanon","Export Quantity","Almonds shelled","2020","tonnes","81"
"Crops and livestock products","Lebanon","Export Value","Almonds shelled","2019","1000 US$","359"
"Crops and livestock products","Lebanon","Export Value","Almonds shelled","2020","1000 US$","413"
"Crops and livestock products","Lebanon","Export Quantity","Bananas","2019","tonnes","24025"
"Crops and livestock products","Lebanon","Export Quantity","Bananas","2020","tonnes","39295"
"Crops and livestock products","Lebanon","Export Value","Bananas","2019","1000 US$","11999"
"Crops and livestock products","Lebanon","Export Value","Bananas","2020","1000 US$","19592"
"Crops and livestock products","Lebanon","Export Quantity","Barley","2019","tonnes","208"
"Crops and livestock products","Lebanon","Export Quantity","Barley","2020","tonnes","5724"
"Crops and livestock products","Lebanon","Export Value","Barley","2019","1000 US$","57"
"Crops and livestock products","Lebanon","Export Value","Barley","2020","1000 US$","1233"
"Crops and livestock products","Lebanon","Export Quantity","Cotton lint","2019","tonnes",""
"Crops and livestock products","Lebanon","Export Quantity","Cotton lint","2020","tonnes","0"
"Crops and livestock products","Lebanon","Export Value","Cotton lint","2019","1000 US$",""
"Crops and livestock products","Lebanon","Export Value","Cotton lint","2020","1000 US$","3"
"Crops and livestock products","Lebanon","Export Quantity","Figs dried","2019","tonnes","18"
"Crops and livestock products","Lebanon","Export Quantity","Figs dried","2020","tonnes","398"
"Crops and livestock products","Lebanon","Export Value","Figs dried","2019","1000 US$","49"
"Crops and livestock products","Lebanon","Export Value","Figs dried","2020","1000 US$","424"
"Crops and livestock products","Lebanon","Export Quantity","Flour, cassava","2019","tonnes",""
"Crops and livestock products","Lebanon","Export Value","Flour, cassava","2019","1000 US$",""
"Crops and livestock products","Lebanon","Export Quantity","Fruit, fresh nes","2019","tonnes","2605"
"Crops and livestock products","Lebanon","Export Quantity","Fruit, fresh nes","2020","tonnes","4721"
"Crops and livestock products","Lebanon","Export Value","Fruit, fresh nes","2019","1000 US$","2494"
"Crops and livestock products","Lebanon","Export Value","Fruit, fresh nes","2020","1000 US$","3840"
"Crops and livestock products","Lebanon","Export Quantity","Fruit, tropical fresh nes","2019","tonnes",""
"Crops and livestock products","Lebanon","Export Value","Fruit, tropical fresh nes","2019","1000 US$",""
"Crops and livestock products","Lebanon","Export Quantity","Linseed","2019","tonnes","0"
"Crops and livestock products","Lebanon","Export Quantity","Linseed","2020","tonnes","0"
"Crops and livestock products","Lebanon","Export Value","Linseed","2019","1000 US$","0"
"Crops and livestock products","Lebanon","Export Value","Linseed","2020","1000 US$","0"
"Crops and livestock products","Lebanon","Export Quantity","Maize","2019","tonnes","3247"
"Crops and livestock products","Lebanon","Export Quantity","Maize","2020","tonnes","15387"
"Crops and livestock products","Lebanon","Export Value","Maize","2019","1000 US$","813"
"Crops and livestock products","Lebanon","Export Value","Maize","2020","1000 US$","3649"
"Crops and livestock products","Lebanon","Export Quantity","Meat, pig, preparations","2019","tonnes","8"
"Crops and livestock products","Lebanon","Export Quantity","Meat, pig, preparations","2020","tonnes","1"
"Crops and livestock products","Lebanon","Export Value","Meat, pig, preparations","2019","1000 US$","43"
"Crops and livestock products","Lebanon","Export Value","Meat, pig, preparations","2020","1000 US$","15"
"Crops and livestock products","Lebanon","Export Quantity","Oil, linseed","2019","tonnes","71"
"Crops and livestock products","Lebanon","Export Quantity","Oil, linseed","2020","tonnes","67"
"Crops and livestock products","Lebanon","Export Value","Oil, linseed","2019","1000 US$","227"
"Crops and livestock products","Lebanon","Export Value","Oil, linseed","2020","1000 US$","223"
"Crops and livestock products","Lebanon","Export Quantity","Oil, maize","2019","tonnes","201"
"Crops and livestock products","Lebanon","Export Quantity","Oil, maize","2020","tonnes","112"
"Crops and livestock products","Lebanon","Export Value","Oil, maize","2019","1000 US$","393"
"Crops and livestock products","Lebanon","Export Value","Oil, maize","2020","1000 US$","238"
"Crops and livestock products","Lebanon","Export Quantity","Oil, olive residues","2019","tonnes","5"
"Crops and livestock products","Lebanon","Export Quantity","Oil, olive residues","2020","tonnes","0"
"Crops and livestock products","Lebanon","Export Value","Oil, olive residues","2019","1000 US$","9"
"Crops and livestock products","Lebanon","Export Value","Oil, olive residues","2020","1000 US$","0"
"Crops and livestock products","Lebanon","Export Quantity","Oil, olive, virgin","2019","tonnes","6930"
"Crops and livestock products","Lebanon","Export Quantity","Oil, olive, virgin","2020","tonnes","6972"
"Crops and livestock products","Lebanon","Export Value","Oil, olive, virgin","2019","1000 US$","22542"
"Crops and livestock products","Lebanon","Export Value","Oil, olive, virgin","2020","1000 US$","23023"
"Crops and livestock products","Lebanon","Export Quantity","Oil, palm","2019","tonnes","64"
"Crops and livestock products","Lebanon","Export Quantity","Oil, palm","2020","tonnes","69"
"Crops and livestock products","Lebanon","Export Value","Oil, palm","2019","1000 US$","127"
"Crops and livestock products","Lebanon","Export Value","Oil, palm","2020","1000 US$","165"
"Crops and livestock products","Lebanon","Export Quantity","Oil, palm kernel","2019","tonnes","0"
"Crops and livestock products","Lebanon","Export Value","Oil, palm kernel","2019","1000 US$","0"
"Crops and livestock products","Lebanon","Export Quantity","Quinoa","2019","tonnes","11"
"Crops and livestock products","Lebanon","Export Quantity","Quinoa","2020","tonnes","10"
"Crops and livestock products","Lebanon","Export Value","Quinoa","2019","1000 US$","49"
"Crops and livestock products","Lebanon","Export Value","Quinoa","2020","1000 US$","30"
"Crops and livestock products","Lebanon","Export Quantity","Raisins","2019","tonnes","4"
"Crops and livestock products","Lebanon","Export Quantity","Raisins","2020","tonnes","74"
"Crops and livestock products","Lebanon","Export Value","Raisins","2019","1000 US$","17"
"Crops and livestock products","Lebanon","Export Value","Raisins","2020","1000 US$","190"
"Crops and livestock products","Lebanon","Export Quantity","Rice, broken","2019","tonnes","2"
"Crops and livestock products","Lebanon","Export Quantity","Rice, broken","2020","tonnes","4"
"Crops and livestock products","Lebanon","Export Value","Rice, broken","2019","1000 US$","3"
"Crops and livestock products","Lebanon","Export Value","Rice, broken","2020","1000 US$","8"
"Crops and livestock products","Lebanon","Export Quantity","Rice, husked","2019","tonnes","34"
"Crops and livestock products","Lebanon","Export Quantity","Rice, husked","2020","tonnes","9"
"Crops and livestock products","Lebanon","Export Value","Rice, husked","2019","1000 US$","35"
"Crops and livestock products","Lebanon","Export Value","Rice, husked","2020","1000 US$","11"
"Crops and livestock products","Lebanon","Export Quantity","Rice, milled","2019","tonnes","7636"
"Crops and livestock products","Lebanon","Export Quantity","Rice, milled","2020","tonnes","22530"
"Crops and livestock products","Lebanon","Export Value","Rice, milled","2019","1000 US$","4907"
"Crops and livestock products","Lebanon","Export Value","Rice, milled","2020","1000 US$","14779"
"Crops and livestock products","Lebanon","Export Quantity","Rice, milled/husked","2019","tonnes",""
"Crops and livestock products","Lebanon","Export Value","Rice, milled/husked","2019","1000 US$",""
"Crops and livestock products","Lebanon","Export Quantity","Sunflower seed","2019","tonnes","82"
"Crops and livestock products","Lebanon","Export Quantity","Sunflower seed","2020","tonnes","599"
"Crops and livestock products","Lebanon","Export Value","Sunflower seed","2019","1000 US$","59"
"Crops and livestock products","Lebanon","Export Value","Sunflower seed","2020","1000 US$","594"
"Crops and livestock products","Lebanon","Export Quantity","Vegetables in vinegar","2019","tonnes","10791"
"Crops and livestock products","Lebanon","Export Quantity","Vegetables in vinegar","2020","tonnes","11642"
"Crops and livestock products","Lebanon","Export Value","Vegetables in vinegar","2019","1000 US$","17126"
"Crops and livestock products","Lebanon","Export Value","Vegetables in vinegar","2020","1000 US$","18896"
"Crops and livestock products","Lebanon","Export Quantity","Vegetables, dehydrated","2019","tonnes","61"
"Crops and livestock products","Lebanon","Export Quantity","Vegetables, dehydrated","2020","tonnes","268"
"Crops and livestock products","Lebanon","Export Value","Vegetables, dehydrated","2019","1000 US$","269"
"Crops and livestock products","Lebanon","Export Value","Vegetables, dehydrated","2020","1000 US$","510"
"Crops and livestock products","Lebanon","Export Quantity","Vegetables, frozen","2019","tonnes","1011"
"Crops and livestock products","Lebanon","Export Quantity","Vegetables, frozen","2020","tonnes","1473"
"Crops and livestock products","Lebanon","Export Value","Vegetables, frozen","2019","1000 US$","1910"
"Crops and livestock products","Lebanon","Export Value","Vegetables, frozen","2020","1000 US$","2803"
"Crops and livestock products","Lebanon","Export Quantity","Wheat","2019","tonnes","6993"
"Crops and livestock products","Lebanon","Export Quantity","Wheat","2020","tonnes","764"
"Crops and livestock products","Lebanon","Export Value","Wheat","2019","1000 US$","1768"
"Crops and livestock products","Lebanon","Export Value","Wheat","2020","1000 US$","203"
"Crops and livestock products","Lesotho","Export Quantity","Barley","2019","tonnes","0"
"Crops and livestock products","Lesotho","Export Quantity","Barley","2020","tonnes","0"
"Crops and livestock products","Lesotho","Export Value","Barley","2019","1000 US$","0"
"Crops and livestock products","Lesotho","Export Value","Barley","2020","1000 US$","0"
"Crops and livestock products","Lesotho","Export Quantity","Cotton lint","2020","tonnes",""
"Crops and livestock products","Lesotho","Export Value","Cotton lint","2020","1000 US$",""
"Crops and livestock products","Lesotho","Export Quantity","Fruit, fresh nes","2019","tonnes",""
"Crops and livestock products","Lesotho","Export Quantity","Fruit, fresh nes","2020","tonnes",""
"Crops and livestock products","Lesotho","Export Value","Fruit, fresh nes","2019","1000 US$",""
"Crops and livestock products","Lesotho","Export Value","Fruit, fresh nes","2020","1000 US$",""
"Crops and livestock products","Lesotho","Export Quantity","Maize","2019","tonnes","445"
"Crops and livestock products","Lesotho","Export Quantity","Maize","2020","tonnes","352"
"Crops and livestock products","Lesotho","Export Value","Maize","2019","1000 US$","78"
"Crops and livestock products","Lesotho","Export Value","Maize","2020","1000 US$","65"
"Crops and livestock products","Lesotho","Export Quantity","Oil, linseed","2020","tonnes","0"
"Crops and livestock products","Lesotho","Export Value","Oil, linseed","2020","1000 US$","1"
"Crops and livestock products","Lesotho","Export Quantity","Oil, maize","2019","tonnes",""
"Crops and livestock products","Lesotho","Export Value","Oil, maize","2019","1000 US$",""
"Crops and livestock products","Lesotho","Export Quantity","Oil, olive, virgin","2019","tonnes","1"
"Crops and livestock products","Lesotho","Export Quantity","Oil, olive, virgin","2020","tonnes",""
"Crops and livestock products","Lesotho","Export Value","Oil, olive, virgin","2019","1000 US$","4"
"Crops and livestock products","Lesotho","Export Value","Oil, olive, virgin","2020","1000 US$",""
"Crops and livestock products","Lesotho","Export Quantity","Oil, palm","2019","tonnes","4"
"Crops and livestock products","Lesotho","Export Value","Oil, palm","2019","1000 US$","0"
"Crops and livestock products","Lesotho","Export Quantity","Raisins","2019","tonnes","0"
"Crops and livestock products","Lesotho","Export Quantity","Raisins","2020","tonnes","0"
"Crops and livestock products","Lesotho","Export Value","Raisins","2019","1000 US$","0"
"Crops and livestock products","Lesotho","Export Value","Raisins","2020","1000 US$","0"
"Crops and livestock products","Lesotho","Export Quantity","Rice, broken","2019","tonnes",""
"Crops and livestock products","Lesotho","Export Quantity","Rice, broken","2020","tonnes","3"
"Crops and livestock products","Lesotho","Export Value","Rice, broken","2019","1000 US$",""
"Crops and livestock products","Lesotho","Export Value","Rice, broken","2020","1000 US$","2"
"Crops and livestock products","Lesotho","Export Quantity","Rice, milled","2019","tonnes","76"
"Crops and livestock products","Lesotho","Export Quantity","Rice, milled","2020","tonnes","33"
"Crops and livestock products","Lesotho","Export Value","Rice, milled","2019","1000 US$","58"
"Crops and livestock products","Lesotho","Export Value","Rice, milled","2020","1000 US$","27"
"Crops and livestock products","Lesotho","Export Quantity","Sunflower seed","2019","tonnes","0"
"Crops and livestock products","Lesotho","Export Value","Sunflower seed","2019","1000 US$","1"
"Crops and livestock products","Lesotho","Export Quantity","Vegetables in vinegar","2019","tonnes","4"
"Crops and livestock products","Lesotho","Export Quantity","Vegetables in vinegar","2020","tonnes","49"
"Crops and livestock products","Lesotho","Export Value","Vegetables in vinegar","2019","1000 US$","1"
"Crops and livestock products","Lesotho","Export Value","Vegetables in vinegar","2020","1000 US$","5"
"Crops and livestock products","Lesotho","Export Quantity","Vegetables, dehydrated","2019","tonnes","1"
"Crops and livestock products","Lesotho","Export Quantity","Vegetables, dehydrated","2020","tonnes","0"
"Crops and livestock products","Lesotho","Export Value","Vegetables, dehydrated","2019","1000 US$","33"
"Crops and livestock products","Lesotho","Export Value","Vegetables, dehydrated","2020","1000 US$","0"
"Crops and livestock products","Lesotho","Export Quantity","Vegetables, frozen","2020","tonnes",""
"Crops and livestock products","Lesotho","Export Value","Vegetables, frozen","2020","1000 US$",""
"Crops and livestock products","Lesotho","Export Quantity","Wheat","2019","tonnes","5"
"Crops and livestock products","Lesotho","Export Quantity","Wheat","2020","tonnes","0"
"Crops and livestock products","Lesotho","Export Value","Wheat","2019","1000 US$","1"
"Crops and livestock products","Lesotho","Export Value","Wheat","2020","1000 US$","0"
"Crops and livestock products","Liberia","Export Quantity","Almonds shelled","2019","tonnes","0"
"Crops and livestock products","Liberia","Export Value","Almonds shelled","2019","1000 US$","0"
"Crops and livestock products","Liberia","Export Quantity","Maize","2019","tonnes","1"
"Crops and livestock products","Liberia","Export Value","Maize","2019","1000 US$","1"
"Crops and livestock products","Liberia","Export Quantity","Meat, pig, preparations","2019","tonnes","5"
"Crops and livestock products","Liberia","Export Value","Meat, pig, preparations","2019","1000 US$","2"
"Crops and livestock products","Liberia","Export Quantity","Oil, olive residues","2019","tonnes","7"
"Crops and livestock products","Liberia","Export Value","Oil, olive residues","2019","1000 US$","3"
"Crops and livestock products","Liberia","Export Quantity","Oil, olive, virgin","2019","tonnes","76"
"Crops and livestock products","Liberia","Export Value","Oil, olive, virgin","2019","1000 US$","52"
"Crops and livestock products","Liberia","Export Quantity","Oil, palm","2019","tonnes","32155"
"Crops and livestock products","Liberia","Export Quantity","Oil, palm","2020","tonnes","24157"
"Crops and livestock products","Liberia","Export Value","Oil, palm","2019","1000 US$","14283"
"Crops and livestock products","Liberia","Export Value","Oil, palm","2020","1000 US$","12519"
"Crops and livestock products","Liberia","Export Quantity","Oil, palm kernel","2020","tonnes","1273"
"Crops and livestock products","Liberia","Export Value","Oil, palm kernel","2020","1000 US$","1057"
"Crops and livestock products","Liberia","Export Quantity","Raisins","2019","tonnes","1"
"Crops and livestock products","Liberia","Export Value","Raisins","2019","1000 US$","0"
"Crops and livestock products","Liberia","Export Quantity","Rice, broken","2019","tonnes","2"
"Crops and livestock products","Liberia","Export Value","Rice, broken","2019","1000 US$","1"
"Crops and livestock products","Liberia","Export Quantity","Rice, husked","2019","tonnes","1"
"Crops and livestock products","Liberia","Export Value","Rice, husked","2019","1000 US$","0"
"Crops and livestock products","Liberia","Export Quantity","Rice, milled","2019","tonnes","263"
"Crops and livestock products","Liberia","Export Value","Rice, milled","2019","1000 US$","223"
"Crops and livestock products","Liberia","Export Quantity","Sunflower seed","2019","tonnes","1"
"Crops and livestock products","Liberia","Export Value","Sunflower seed","2019","1000 US$","1"
"Crops and livestock products","Liberia","Export Quantity","Vegetables in vinegar","2019","tonnes","1"
"Crops and livestock products","Liberia","Export Value","Vegetables in vinegar","2019","1000 US$","1"
"Crops and livestock products","Liberia","Export Quantity","Vegetables, dehydrated","2020","tonnes","2"
"Crops and livestock products","Liberia","Export Value","Vegetables, dehydrated","2020","1000 US$","2"
"Crops and livestock products","Liberia","Export Quantity","Vegetables, frozen","2019","tonnes","5"
"Crops and livestock products","Liberia","Export Value","Vegetables, frozen","2019","1000 US$","2"
"Crops and livestock products","Libya","Export Quantity","Oil, olive, virgin","2019","tonnes","265"
"Crops and livestock products","Libya","Export Quantity","Oil, olive, virgin","2020","tonnes","0"
"Crops and livestock products","Libya","Export Value","Oil, olive, virgin","2019","1000 US$","357"
"Crops and livestock products","Libya","Export Value","Oil, olive, virgin","2020","1000 US$","0"
"Crops and livestock products","Libya","Export Quantity","Quinoa","2019","tonnes","0"
"Crops and livestock products","Libya","Export Value","Quinoa","2019","1000 US$","1"
"Crops and livestock products","Libya","Export Quantity","Rice, milled","2019","tonnes","3687"
"Crops and livestock products","Libya","Export Value","Rice, milled","2019","1000 US$","2892"
"Crops and livestock products","Lithuania","Export Quantity","Almonds shelled","2019","tonnes","499"
"Crops and livestock products","Lithuania","Export Quantity","Almonds shelled","2020","tonnes","676"
"Crops and livestock products","Lithuania","Export Value","Almonds shelled","2019","1000 US$","3640"
"Crops and livestock products","Lithuania","Export Value","Almonds shelled","2020","1000 US$","5201"
"Crops and livestock products","Lithuania","Export Quantity","Bananas","2019","tonnes","11674"
"Crops and livestock products","Lithuania","Export Quantity","Bananas","2020","tonnes","12630"
"Crops and livestock products","Lithuania","Export Value","Bananas","2019","1000 US$","9347"
"Crops and livestock products","Lithuania","Export Value","Bananas","2020","1000 US$","10236"
"Crops and livestock products","Lithuania","Export Quantity","Barley","2019","tonnes","292639"
"Crops and livestock products","Lithuania","Export Quantity","Barley","2020","tonnes","383855"
"Crops and livestock products","Lithuania","Export Value","Barley","2019","1000 US$","54705"
"Crops and livestock products","Lithuania","Export Value","Barley","2020","1000 US$","73468"
"Crops and livestock products","Lithuania","Export Quantity","Cotton lint","2020","tonnes","22"
"Crops and livestock products","Lithuania","Export Value","Cotton lint","2020","1000 US$","23"
"Crops and livestock products","Lithuania","Export Quantity","Flax fibre and tow","2019","tonnes","5052"
"Crops and livestock products","Lithuania","Export Quantity","Flax fibre and tow","2020","tonnes","4083"
"Crops and livestock products","Lithuania","Export Value","Flax fibre and tow","2019","1000 US$","19971"
"Crops and livestock products","Lithuania","Export Value","Flax fibre and tow","2020","1000 US$","15208"
"Crops and livestock products","Lithuania","Export Quantity","Fruit, fresh nes","2019","tonnes","1224"
"Crops and livestock products","Lithuania","Export Quantity","Fruit, fresh nes","2020","tonnes","626"
"Crops and livestock products","Lithuania","Export Value","Fruit, fresh nes","2019","1000 US$","1742"
"Crops and livestock products","Lithuania","Export Value","Fruit, fresh nes","2020","1000 US$","1075"
"Crops and livestock products","Lithuania","Export Quantity","Fruit, tropical fresh nes","2019","tonnes","759"
"Crops and livestock products","Lithuania","Export Quantity","Fruit, tropical fresh nes","2020","tonnes","831"
"Crops and livestock products","Lithuania","Export Value","Fruit, tropical fresh nes","2019","1000 US$","1190"
"Crops and livestock products","Lithuania","Export Value","Fruit, tropical fresh nes","2020","1000 US$","1471"
"Crops and livestock products","Lithuania","Export Quantity","Linseed","2019","tonnes","37395"
"Crops and livestock products","Lithuania","Export Quantity","Linseed","2020","tonnes","7487"
"Crops and livestock products","Lithuania","Export Value","Linseed","2019","1000 US$","16548"
"Crops and livestock products","Lithuania","Export Value","Linseed","2020","1000 US$","4366"
"Crops and livestock products","Lithuania","Export Quantity","Maize","2019","tonnes","242020"
